userName,score,at,content
Afif Nur Afrizal,1,2024-09-02 15:16:24,"Kenapa di hp saya ke reset sendiri telegram nya? Padahal saya selalu aktif telegram berjam jam, ini developer sengaja atau bug yg ada di aplikasi telegram ini, saya kecewa sekali pada anda. Grup kerja saya pada hilang gara-gara anda"
Marizky Qii,2,2024-09-02 14:23:39,"Sekarang jadi ribet gini.... Biasanya udeh do download otomatis. Tapi sekarang harus download sendiri. Ditambah, lama pula download nya... Padahal pake wifi. Padahal HP juga, bukan kaleng²... Berat, semua video harus di download sendiri. Jadi TIDAK NYAMAN. JADI kasih rating 2 bintang ajah"
13. M. Raisha Risqullah,1,2024-09-02 11:51:32,"Tolong di perbaiki nii apk suka nge bug nge stug ga bisa di jalanin apk nya sinyal suka menghubungkan padahal bagus "" aja .tolong di perbaiki"
Haruna Hatori,3,2024-09-02 11:45:36,"Waktu itu saya sempat hapus telegram saya tapi setelah saya download lagi dan login kembali malah gak bisa dan tulisan nya malah unable to send sms. Padahal nomer saya aktif pulsa juga ada, dan pas dicoba lagi malah muncul terjadi kesalahan internal."
opadavid teak,5,2024-09-02 11:33:07,"Aplikasi Telegram sebagai alternatif lain digunakan selain aplikasi Whatsapp, Facebook, messenger dan Wichat. Sangat bagus dan bermanfaat bagi pengguna komunikasi elektronik texting/chatting."
Rivan Prasetyo,1,2024-09-02 04:48:31,"Gak bisa login biasanya kode lewat SMS sekarang lewat email, padahal itu email yg gak di daftarin malah ke email yg itu mana email nya udh di apus , padahal seharus nya email nya yg utama malah akun yg di apus"
Nurhana Herwin,1,2024-09-01 15:12:52,"Sumpah ini aplikasi nyusahin. Mau daftar aja susahnya minta ampun. Gonta ganti pake nomor baru pun tetep gak bisa..... Padahal dulu gak gini loh, bukannya ditingkatin malah makin ancur !"
alexsander,1,2024-09-01 12:43:52,"tolong pihak telegram untuk memperbaiki aplikasinya, soalnya tidak bisa mendapatkan kode lewat sms, harus ke apk telegram,.padahal no nya belum pernah dipake buat login telegram, sampe beli no dua kali tetep gabisa, ayolah jangan dipersulit untuk loginnya. sudah ngajuin bantuan lewat email tetep gabisa, payah"
Robby Syahputra,3,2024-09-01 11:14:53,"Update ke versi baru emang sangat membantu kalo buka mini app atau link web, tapi jadi kerasa berat dan suka force close. Tolong di optimalkan lagi biar kaya dulu lancar semuanya."
Account One,1,2024-09-01 11:09:53,"Tidak bisa login karena tidak mendapatkan Kode verifikasi, keterangannya kode verifikasi dikirim ke telegram di perangkat lain, sedangkan nomor hp tidak login di perangkat lain, harusnya ADA PILIHAN KIRIM KODE VERIFIKASIVIA SMS ATAUPUN EMAIL, ini pilihannya edit nomor Sama tutup, ANEH DEVELOPERNYA SUDAH GAK NIAT BIKIN APLIKASI TELEGRAM, PADAHAL DULU MUDAH BUAT LOGIN."
King trust,1,2024-09-01 10:27:50,"Mau login di persulit tidak ada alternatif nya. Selalu muncul notifikasi (Maaf, kesalahan internal. Mohon coba lagi nanti) seterusnya aja seperti itu"
MUHAMMAD RIJWAN,5,2024-09-01 10:01:27,Saya minta tolong untuk apk ini di karenakan gmail saya hilang. Tolong bantuan nya untuk login di apk nya ga bisa bisa. Dan di mudahkan untuk login nya
Almortaza Devanka,1,2024-08-31 16:57:05,"Aplikasi aneh, kode otp tidak dikirim via SMS, dikirim via tele, padahal punya akunnya juga belum."
Rizky Putra,1,2024-08-31 08:07:02,Saat mau login malah tiba tiba ada verifikasi dua langkah bahkan saya tidak pernah mengaktifkan fitur tersebut dan emailnya bukan email yang saya berikan.. Tolong bantu saya banyaak file penting di telegram saya
Muhammad firza Tullah,2,2024-08-31 06:27:24,Tolong dong buat video nya diperbaiki sudah mau 100% malah nge stuck di 90 an dan video nya tiba bisa diputar sangat menyebalkan
Charli Jyek,3,2024-08-31 05:03:56,"Saya baru mau daftar tapi kode verfikasi nya di kirim ke aplikasi telegram di perangkat lain,gimna maksudnya,saya kan mau baru daftar,jadi blm bisa daftar sampe sekarang,tolong ini cara ngtasin nya gimnaaaaaaa???"
Anisa M.I. (nisa),1,2024-08-31 02:24:51,"caranya biar gak dibatasi lagi gimana? sumpah capek banget, ini aku harus ngomong gimana biar di bales? udah ngirim email tapi gak pernah di respon, bikin ulasan di play store juga balasan nya gitu-gitu doang, sangat tidak membantu, capek tau lama-lama, nyesel menaruh kepercayaan di aplikasi ini sumpah, sekarang bingung back up data nya gimana."
Risky Iki,2,2024-08-30 19:56:32,"Aplikasinya suruh login pake nomor telp tapi kode verifynya malah dikirim ke device lain padahal pake hp satu satunya dan gk pernah masukin akun ke perangkat lain ngga ada opsi via sms ataupun wa, ajg bgt!!"
Arkaan Nur,1,2024-08-30 16:58:27,"Biasanya kan saya download video tiktok tanpa watermark kan biasanya gak langganan, kenapa sekarang jadi langganan ya mana notifikasinya tetap ada dan bikin risih saya jadi pengguna telegram If possible, don't have a subscription or pay premium, it's useless, the notifications are still there and don't want to disappear seolah olah kita ini lagi dipromosiin tapi dipaksa sama pemiliknya gitu loh, itu aja terima kasih bye bye 🙏🙏"
Bisquet Crunch,5,2024-08-30 16:50:58,"Performance aplikasi yang perlu diperbaiki dan perhatikan, bot yang terlalu lama untuk dibuka, permainan video setelah mengunduh yang tidak sempurna"
Putra Harefa,1,2024-08-28 20:35:59,"Benerin bug nya min, sering sekali tiba-tiba aplikasinya tidak menanggapi, padahal sudah diupdate versi terbaru, dan suka lemot ,tiba-tiba keluar aplikasi."
yaya,5,2024-08-28 03:27:02,"telegram sudah saya pakai dari tahun 2020. fiturnya sangat bagus. bisa menyimpan banyak file, foto, video jadi cukup efektif bagi yang kekurangan memori internal seperti saya. selain itu telegram tidak mudah di retas. karena aplikasi nya yang sangat aman. beda dengan aplikasi yang lain."
MKholisB,5,2024-08-28 02:14:41,"Sebenernya bagus nih apk.Tapi saat saya mau daftar akun ,kode verifikasi nya gx di kirim padahal itu nomor nya belum pernah daftar telegram.beda sama WhatsApp yang kalau mau daftar mudah tolong dev fix bug ini soalnya yang ngalamin bukan saya aja tapi banyak orang yang ngalamin masalah yang sama Edit: thanks Dev udah di fix Btw #Freedurov"
S.anreni 14,2,2024-08-27 16:21:30,"ini gimna sih udh beberpa bln ditngguin,tiap mau login terus verifikasi selalu ngga bisa,selalu tertulis ""unable to send sms"" tolong dong perbaiki udh bbrpa bln ditgguin msih gtu aj!!!!"
Diah,5,2024-08-27 08:50:00,"pengguna tele dr lama, ini apk menurutku sangat berguna, apalagi kalau punya temen temen dari luar negeri walaupun kendala bahasa tapi ada fitur terjemahan, jadi bisa buat grup bareng temen temen LN berbagai negara."
Salsabilla Bachmid,4,2024-08-27 06:46:27,"apk nya lumayan bagus, tapi pliss kenapa story-story suka kesembunyi atau hilang:)) kan susah mau diving sama anu prem nya kurangin 10rb jga gapapa"
Ayutriwardini,2,2024-08-27 05:33:34,Maaf buat Aplikasi ini Saya baru ini menginstal aplikasi telegram ini. Tapi setelah masuk itu sudah ada photo profil orang lain pakai nmor saya. Itu bagaimana tindakannya skrg. Knpa bisa seperti itu Mohon diperjelas kan
Millenia Artis Shintia,1,2024-08-27 01:18:14,"Gabisa login, selalu unable to send sms, pas baca ulasan disini lah kok udah dari 1 bulan yg lalu kaya gitu dan belum diperbaiki sampe sekarangggg"
Rafuai Kun (Rafly),1,2024-08-26 14:16:23,telegram cacat mengapa tidak mau pergi kirim kode verifikasi kenapa mau pergi cek pesan telegram maksud nya apa saya coba kasih bantuannya malah tidak mau pergi kirim ke kode verifikasi Saya ingin login ulang kembali malah terjadi ini😡
zennurdin rustam,4,2024-08-26 11:17:53,"aplikasi ini sangat bagus, tetapi banya bug didalemnya, seperti sat saya ingin login menggunakan nomor hp wa, dan harusnya terkirim di wa itu, tapi tidak ada kode yg masuk sama sekali. ini gimana ya? butuh bgt."
Hann jg,1,2024-08-26 11:08:51,"baru daftar telegram pakai nomor baru malah ada tulisan ""kami telah mengirimkan kode ke pesan telegram anda"" apa maksudnya? jangan harap bisa dapet rating bagus kalo masih saja seperti ini!!!!!!!"
Zahra Hanifah,3,2024-08-26 08:52:19,"Halo kak, bisa minta bantuan untuk kirim kode OTP untuk masuk aplikasi telegram, karena selalu saja sudah tertulis sudah dikirim di perangkat lain padahal perangkat lain sudah lama mati. Terimakasih"
Sujimin Sujimin,1,2024-08-26 05:50:12,"Hanya karena ganti hp dan belum logout dari hp lama, akun saya ga bisa login lagi. Banyak dokumen tersimpan jadi ga bisa di akses lagi. Sungguh menyebalkan. Harusnya bisa login menggunakan otp sms seperti dulu."
Nazwa Aulia rasyid,1,2024-08-26 02:02:49,"mau dapet Kode Verifikasi gimana kalo kirim kodenya lewat apk telegram sendiri, jelas"" kita mau log in ke apk telegram malah ""mengirimkan diperangkat lain"" perangkat mana coba orang gada perangkat lain. tolong dong diperbaiki lagi, kasih beberapa opsi buat log in contoh lewat email, akun google, dll kalo lewat no hp kirim kode verifikasi melalui SMS or Gmail, bukannya dikirim melalui telegram. udh coba bantuan lewat contact gmail telegram tapi ga membantu sama sekali."
AldiMon1075,1,2024-08-25 15:30:23,"Aplikasinya buruk, blom pernah daftar malah bertuliskan diblokir, pakek nomor baru katanya telah mengirimkan kode ke aplikasi telegram. Daftar juga enggak. Enggak recommended"
Wildan Bjl,1,2024-08-25 12:21:27,"Pelayanan di dalam aplikasi kurang ramah, baru saja saya memainkan apk ini nomor sudah diblokir aja, padahal baru memainkannya, saya kasih rating 1 dulu. Lebih baik Telegram supportnya bisa cepat mengatasi pemblokiran nomor trsbt."
Lizzmad,1,2024-08-24 20:49:42,Tolong saya tidak melakukan spam sama sekali telegram... Kenapa akun saya di berikan batasan... Sudah 1 tahun... Dan saya sama sekali tidak pernah melakukan spam... Tolong di fix.... Plis... Ini mau ngadu ke mana lagi buat di respon
Aldino Arghy,3,2024-08-24 12:50:53,"udah bagus sebenarnya tapi paling gasuka sama bug kalau nge keep username pasti loading / pas udah nge keep username nya malah channel ke private , dan juga kalau mau simpan foto selalu loading dan gabisa di simpan padahal Uda ke download masih aja gabisa ke simpan tolong perbaiki."
Wulan Safitri,5,2024-08-24 11:49:24,"Tolong dong ini saya mau login gk bisa"" nungguin kode verifikasinya lama bngt gk muncul"", udah minta bantuan di gmail pun gk ada respon, tolong lebih diperbaiki lagi systemnya."
PAKTZY STORE,1,2024-08-24 07:04:22,"Mau ganti nomor gabisa tulisannya mengirim kode aplikasi telegram di perangkat lain tolol amat, padahal nomer baru aja beli aneh bgt telegram aplikasi teraneh, gada opsi kirim kode ke sms atau telepon kek whatsapp bosok, mana csnya di email dari 2 bulan lalu gada tanggepan hadehh"
Rizki Pratama Putra,2,2024-08-23 17:54:28,"nomer ku masih baru, pas mau di daftarkan ke telegram malah kode nya di kirim ke perangkat telegram lainnya. padahal belum pernah di daftarkan ke telegram sebelum."
Sifa Julianti,3,2024-08-23 11:55:48,"aneh sih saya punya 2 no tapi ga bisa di login semua, jawabannya pasti ""masalah internal"" terus padahal no nya masi aktif terus juga beberapa akun saya juga udah di hapus kenapa pas mau bikin akun baru menggunakan no yang itu tidak bisa? tolong di perbaiki telegram saya sedih ga bisa loginin akun saya kalo seperti ini🙏🏻"
anna joe,1,2024-08-23 11:26:44,"Kode verifikasi nya dikirim kemana sih Ya Allah, bikin emosi aja ni app.. Udh ikut tutorial di youtube jg hasilnya zonk.. Instal uninstal instal uninstal gara gara kode verifikasi doank... Ngirim email berkali kali jg ga ada respon.. Kalo blm dpt kode verifikasi sy akan ttp kasih bintang 1. Nyebelin bgt.. !!!"
Syarika Fetya,5,2024-08-23 11:11:11,"Pada mulanya kami tidak mendapat SMS kode vierifikasi, lalu kami menghapus dan kembali menginstall aplikasi Telegram. Kami sudah mendapat SMS kode virifikasi dan sudah berhasil masuk."
NFarma Tarakan,1,2024-08-23 11:08:53,Kode OTP di kirimkan ke device lain yg terkonek. Sementara tidak ada device manapun yg terkonek. Ada apa dengan telegram sekarang terlalu mempersulit saat login.
Uje Marquez,1,2024-08-23 10:09:15,Ada apa nih dgn telegram sekarang Daftar dengan nomor baru kode OTP di kirim ke Telegram bukan ke SMS gimana mau cek OTP nya kalo langsung dikirim ke Telegram akunnya aja blom aktif. Kacaw Telegram sekarang mohon perbaiki .Telegram perusahaan besar masa tidak bisa ngatasin masalah seperti ini
Nanya Nanya,1,2024-08-23 10:08:48,Aplikasi rusak mana bisa login kode verifikasi aj di kirim di apk padahal blm perna login tolong di perbaiki apk nya kode di kirim melalui SMS aj kalau lewat apk mau setaun nunggu pun ga bakal masuk udah bagus SMS lewat email malah jadi lewat apk banyak orang yg ngeluh gara gara itu doang apk tolol
Sofyan Hadiansyah,1,2024-08-23 09:05:56,"Udah masukan no HP tapi code tidak dikasih terus, di web ada bacaan ""kami telah mengirim anda pesan di telegram"" Kalo di aplikasi ""Kami telah mengirimkan kode ke aplikasi Telegram untuk +62 (no HP) di perangkat Anda yang lain."" Tetap aja engga di kasih codenya, yang bikin heran di kalimat itu 'kenapa di kirim di telegram' padahal masuk telegram aja belum!!. Oke, entah ini bug atau server nya lagi down semoga cepat di perbaiki. (￣へ ￣ 凸"
pwettyy hrlma,2,2024-08-23 08:42:40,"maaf banget, kenapa ya ini gabisa masuknya?? disuruh masukin nomor trus ga dapet dapet kodenya gajelas bangett. pdhl aku suka loh aplikasinya kok tiba tiba aneh gini???☹️☹️"
Gabriel Sagala,1,2024-08-23 08:06:54,"Nih developernya mikir gak sih? nomor baru tapi disuruh buka telegram app untuk dapetin OTP, saya cek nomor saya gak ada tuh orang yang pakai no saya di tele. kalau misalnya beneran no saya daur ulang dan ower sebelumnya yang pakai no saya menghapus/dihapus akun telegramnya YA NOMORNYA JUGA DI HAPUS DONG DARI DATABASE! katanya kalau di hapus akunnya bakal ngapus semuanya dari database tapi kok masih disimpan no telponnya? sudah kontak telegran tapi no jawaban. tidak heran rating kalian rendah!"
senwhydn,1,2024-08-23 06:18:14,"ayolaa sudah benar menggunakan email untuk verifikasi nya, gausa pake kode²sms ribett kadang gamasuk sms bikin kesel doang yg ada tolong ini nah depolover nya, bagus si bagusss apk nya cuman si verifikasi udh bener itu gausa sms sms, apalah login ke nk sendiri ""terlalu banyak mencoba coba lagi nanti"" udh di tungguin masih aja gitu, giliran login ke nomor lain ngga anehhh"
EL,1,2024-08-22 22:11:29,"Akun saya langsung hilang seketika saya menghapus aplikasi tersebut, sebenarnya tidak hilang melainkan akun saya tersangkut di aplikasi telegram yang saya hapus sebelumnya, ketika saya mendownload kembali aplikasi ini dan masuk ke akun yang lama, nyatanya memerlukan kode yang masuk ke akun tersebut, sedangkan untuk mengambil kodenya, saya aja belum login? Jadi mohon untuk pihak developer untuk membuat verifikasi melalui email, agar saya bisa mengakses kode melalui email, cuma itu kekurangannya."
widya nursifatul aulia,1,2024-08-22 16:21:49,"aneh bin ajaib,, kode verifikasi masuk ke message telegram,, sementara saya mau login,, lahhh cra lihat kode nya gimana ??? anehh emng,, biasanya kode masuk ke email.. ini malah nyuruh lihat message di telegram,, gimana konsepnya orng mau login"
Dody Setiawan (ドディ),1,2024-08-22 16:11:53,"kenapa dah ini? gua mau login ulang malah kode nya kirim via akun telegram, sedangkan gua masih nunggu kodenya dan gak bisa kirim via SMS atau telepon"
Engelina Ezra,2,2024-08-22 16:05:05,"maaf ini kenapa ya selalu meminta kode dari hp lain yang terhubung dengan akun saya? padahal posisinya akun saya tidak terhubung dengan device lain, tolong pihak telegram diperbaiki... karna saya tidak bisa login ini, terima kasih sebelumnya🙏🏿😇"
Andhy Ar Bandung,1,2024-08-22 14:10:27,"Gimana sih adminnya udah tahu ke hapus, terus download lagi masa harus 10 no, terus harus masuk ke apk telegram lagi, udah tahu ke hapus, gimana masuk ke apk telegramnya coba Terus minta kode, ga ada solusi Ada bintang 0 ga sih Makin ke sini makin jelek ga jelas buat yg ke hapus telenya Adminnya kaya yg males buat cari solusi Malah kirim kodenya ke perangkat yg lain ga jelas bgt"
Annisa Maelani,1,2024-08-22 14:04:42,"maaf kasih bintang satu dulu, padahal sebelumnya udah bagus:( dan dulu kalau mau login juga lancar banget, tapi untuk update sekarang banyak banget kendala nya dalam login. udah coba hubungi email nya telegram tapi ga ada di balas-balas. dan akun nya juga ga ada di perangkat lain, tolong secepatnya diperbaiki ya! thx"
Alex Bastian,1,2024-08-22 10:59:32,"tolong di fix dong,mau login masa gabisa dari jaman gue smp bug kaya gini ga di fix sama sekali heran yang di pikirin cuma duit doang,terus juga mau login di 2 hp gabisa kodenya ga masuk ke hp yang satunya,lolot banget"
Chee Mazky,1,2024-08-22 07:43:52,"Susah banget buat dapetin kode verifikasi padahal nomor telepon belum pernah terkait dengan akun telegram sedangkan notifikasi nya kode telah dikirim ke telegram anda,,tolong diperbaiki lagi apk nya"
Irfan Abdullah,1,2024-08-22 04:41:43,"Ini mau login akun lama telegram gimana sih? Malah kirim kode ke chat telegram, bukannya kirim kode ke pesan ke nomor HP. Gimana mau lihat pesan telegram, ini aja baru mau masuk lagi setelah sekian lama dihapus APK nya"
Clara Desti,1,2024-08-22 04:26:11,"Ruwet!!!! masak Uda nunggu lama ga muncul² kode verifikasi nya? gimana si ,Uda berulang kali nybak tetep ga muncul kode verifikasi nya, lewat akun google juga gabisa , kecewa bget."
rizky karaoke,1,2024-08-21 16:49:46,Makin kesini makin gajelas nih aplikasi telegram. Masa maun login aja susah x padahal nomor aktif. Nungu kode gak masuk masuk dari SMS apasih gajelas makin an. Terus disuruh tunggu beberapa saat. Apaan udah seminggu akun nunggu gak bisa login juga.. Udah di baik baik in malah gak baik . Auto bintang 1 dulu nih. Ntr kalo udah bagus normal lagi baru full bintang gue kasih... Tolonglah berantas masalah ini... Hari ini aku kecewa sama aplikasi telegram kalo begini terus auto uninstall aja ya...
desi 123,1,2024-08-21 12:46:38,"aing gabisa dapet kode verifikasi, padahal aing udah beli kartu baru buat login tele eh malah gaada sms sama sekali. aing udah liat tutor di yt 5× tetep gabisa anjir lahh, butuh banget nihh, aing udah ngirim email juga tetep gabisaa PLISS TELE HELP AINGG"
M Rivana Putra,1,2024-08-21 05:55:22,"Ngga niat bikin aplikasi ni devolopernya, kendalanya di bagian kode verifikasi kasihan orang yg daftar baru ngga bisa dapat kode verifikasi udah minta bantuan ke gmail telegram tapi ngga ada respon sama sekali. Klo ngga niat bikin aplikasi ngga usah bikin!!!!!!"
Siti Rahma,3,2024-08-21 04:15:22,"Mohon maaf aja ya ini kenapa sii gabisa ngirim kode aku udah beberapa kali login masih gabisa ngirim kode padahal jaringan oke nomor punya ku sendiri, Jadi mohon bantuan secepatnya yaa!"
Dwiki,1,2024-08-20 19:05:33,"Ini dev nya ngapain si njirr padahal mau login lagi tele, pas mau login kode otp nya malah di kirim ke akun telenya gimana mau dapet kode nya apk nya ga kebuka padahal akun ane ga tertaut di perangkat lain"
Haris Abdul,1,2024-08-20 15:44:28,"Kode verifikasi dikirim ke perangkat lain??? Tolong perbaiki woooy, kode verifikasi tidak bisa saya dapatkan, Kenapa ini saya ga bisa sign up, Payah banget telegram, bonto, kalah sama WhatsApp, bangkeee, kalo ada bintang 0 gw beri bintang minus 12 Shittttt"
Nasywa Andriani,1,2024-08-20 14:49:46,"Telegram saya di hack, sekarang sudah tidak bisa digunakan lagi telegram saya, bahkan nomor yang terdaftar di telegram di salah gunakan, mau nyoba masuk akun melalui email ternyata sudah tidak bisa, padahal akun tersebut berisi data penting, beserta nomor orang-orang penting. Bahkan saya mendapat laporan bahwa melalui akun telegram saya mereka mendapat pesan-pesan spam yang jelas jelas bukan saya pengirimnya"
Rei Hayashi,3,2024-08-20 10:19:31,"Ga bisa download media ke galeri, dulunya bisa jadi ga capek nyari film atau media apapun dari tele tinggal cari ke galeri soalnya kalo buka aplikasinya terkadang mau ga keunduh lagi trus ulang unduh habisin kuota lah. Mohon kembalikan seperti awal bisa download langsung ke galeri developer terima kasih🙏🙏"
Tahta Laveda Tjitrawidjaja,2,2024-08-20 09:33:16,"Ini gimana siiiii, kirim kode verif ke apk telegram yang di hp lama, sedangkan hp lama rusak dan mati, terus gabisa di kirim ke SMS :) mau minta kode melalui SMS gabisa, kalo pencet tidak menerima kode malah suruh edit nomor tlp.... Baru ini, biasanya ga pernah gini... Sampe akhirnya aku dwlod yg teleX malah bisa verif ke SMS :) makin kesini makin kesono"
afghanii yudha,1,2024-08-20 07:24:01,"ni setiap mau login ke apk nya, selalu ada tulisan ""check your telegram messages"" atau ""we've sent the code to the telegram app on your other device"" padahal ni nomor baru aja beli, dipake di apk lain bisa ini malah another device, aneh"
爪口爪口口mr.,1,2024-08-20 04:40:54,"kapan di benerin ah elah, loginy nya pake dong masa kode verif g di kasih pilihan kirim ke sms or email, tp justru di dalem chat yg kita mau login.. gimana coba aneh bgt klo di pikir2 kita g akan nemu solusiny.. bilang aja kalian mau bangkrut pelan2"
Ubaidillah Najih,1,2024-08-19 11:23:37,"baru mau login malah kode otp dikirim ke pesan telegram di perangkat lain, padahal nomor baru loh!! terus bisa dpet kode verifny gmna kalo mau login kudu liat pesan ke telegram dg nomor yg sama?!!"
Ardani Kampret,4,2024-08-19 08:51:22,"Apk sih bagus ya, disini saya bisa dapat temen baru tapi ada permasalahan utama yaitu sering kena limit story, saya mohon berikan saran untuk menghilangkan limit story nya"
Andre Kusuma,1,2024-08-19 08:12:17,"Kocak kaga bisa log in, padahal sebelum nya udah pernah daftar akun tele tapi sekarang giliran mau log in aja susahnya minta ampun gara gara kode verifikasi yg entah kemana dikirim nya itu."
Rimuru,3,2024-08-19 03:04:58,tolong ketika memutar vidio agar tidak mengunduh full vidio agar bisa terputar vidio nya seperti YouTube atau aplikasi lain ketika memutar vidio maka hanya beberapa detik kedepan saja yang di unduh untuk pemutaran bisa di jalan kan
Mama Galuh,5,2024-08-18 07:18:07,kok mau login ulang malah gak bisa akun gw lu bikin apk yg niat dikit napa akun gw ketahan jadi nya segala error lagi mau login ulang malah gabisa tolong di fiks lah akun gw ketahan jadi nya susah buat akun malah error gitu aja huh
Muhtadi Adie,5,2024-08-18 06:14:21,"Tolong di Telegram tambahkan fitur video pendek, seperti di IG, FB, YT atau TK. kalau ada fitur itu pasti akan seru sekali.. Sangat di tunggu pokoknya 😍"
jihan nawal,3,2024-08-18 05:29:02,Kok aneh ya saya gak bisa login ke game hamster kombat dan wallet katanya si harus update telegramnya tetapi tidak ada opsi update tolong di perbaiki
Ambasyaro Hijab,1,2024-08-18 01:24:03,"Susah banget buat login, padahal lagi butuh aplikasi ini... Tolong pihak telegram perbaharui lagi sistemnya, padahal aplikasi lain mudah buat login kenapa telegram susah ya"
Radifa L Sa diyah,3,2024-08-17 16:43:33,Kenapa saya gak dapat² kode verifikasi lewat SMS atau telfon ya ? Sudah saya coba selama 3 hari ini. Nomor yang saya tulis juga susah benar. Lalu saya coba pakai nomor lain juga tidak bisa. Pulsa juga tercukupi. Saya coba lewat aplikasi dan web tidak bisa
Safrizal,1,2024-08-17 08:33:57,"Metode login sangat sulit, otp dikirim ke akun telegram, sedangkan akun telegram tidak dapat di akses. Bisakah untuk kirim otp melalui nomor telepon saja?, tolong Dan akhirnya beberapa hari kemudian saya menemukan fakta bahwa beberapa perangkat tidak bisa login."
DIAJAR CHANELLTM,1,2024-08-16 15:39:52,"Aneh betul ini TELEGRAM sekrang, cerita nya saya mau masuk ke app telegram, nah dah saya masukan nomor nya ko gada kode masuk lewat SMS malah suruh buka pesan di app telegram masuk kode nya kesitu arahan nya, lah kocak kan gimana mau buka telegram kode nya aja gatau, jelek banget bancat"
Mifta Putri,1,2024-08-16 12:30:39,"Ini gmn sih mau masuk aja susah selalu bermasalah sm kode SMS nya padahal jaringan juha baik² aja udh di ngirim bantuan ke Gmail tp ga ada jawaban, tolong dong klok kode tu jgn SMS doang minimal ada wa nya kek biar gampang, udh masuk beberapa kali gagal Mulu padahal pas dulu ndak"
Ryora San,1,2024-08-15 16:00:04,"Ini kenapa yah, kok ga bisa login, padahal sebelum di update bisa tuh login pake Gmail dari Google, kok sekarang susah banget yahh, mana kode Verifikasi nya ga di kirim kirim, tolong perbaiki lagi agar yang makai tidak kesal dan nyaman."
ComiconOGlog,5,2024-08-15 13:00:03,"Apk pengganti Spotify buat nyetel musik, cuman saat kirim video lalu memotong/mangkas video dari dalam aplnya kadang kecepatan kirimnya lama, bahkan kecepatan cuman antara 10-100kbps, biasanya cepat kalo buat penggunaan apk lain.."
Via Alvia,5,2024-08-11 01:50:59,"apknya bagus bgt, biasanya kalo mau nonton dracin/kor aku nonton di tele. atau g kalo mw liat anim legal🗿 jadi, ini apknya bgs bgt bisa ceting nonton drama/anim. mybe bkn itu aj fungsinya, tapi yg srg ku gunain ya itu. so, terima kasih😻"
RINA APRILYANI,1,2024-08-06 03:19:00,"Kenapa setiap mau bikin story di telegram itu ada batas limitnya,setiap 24jam hanya bisa membuat 3 story saja karena dibatasi.Tolong untuk pihak developer perbaiki aplikasi ini agar bisa membuat status kapan pun tanpa ada batas limitnya kaya di WhatsApp agar peminatnya semakin banyak dan tidak perlu menggunakan yang premium.Tolong segera diperbaikii!!!"
Ufi Azam,1,2024-08-01 15:11:39,"Gimana sih ini ngedevelopnya, kenapa di device saya ketika verifikasi selalu nggak bisa, selalu tertulis ""unable to send SMS"", tolong dong benahin lagi itu system nya, terus setelah itu tertulis ""An internal error occured, please try again later"", gimana sih."
Azzura Quenzee,1,2024-07-30 23:07:55,"tolong kirimkan kode Verifikasi melalui sms! Saya berulang kali daftar akun Telegram dengan nomer baru tapi selalu gak bisa di daftarkan ke Telegram karna kode Verifikasi, katanya kode Verifikasi masuk ke Telegram di perangkat lain. Padahal nomer saya baru, pas saya cek nomer saya juga belum terdaftar sama sekali di Telegram, Ini gimana mohon bantuannya secepatnya!!"
Vina Dwi Nugrahani,3,2024-07-19 07:40:51,"Akhir-akhir ini apakah emang lagi lemot ya buat download video di Telegram. Udah ada 1 mingguan kayak gini padahal dulu nggak. Jaringan bagus2 aja, udah di-update, udah clear cache, udah mulai ulang hp tetep aja lemot. Kalo untuk uninstall aplikasinya kayaknya ga perlu deh, takut log in-nya dipersulit karena banyak ulasan membahas tentang itu. Kalo udah diperbaiki terkait koneksinya bakal aku naikin ratingnya."
Hary Anto,1,2024-07-15 13:11:00,Mau log in ke aplikasi tapi kode nya di kirim ke chat TELEGRAM.. Sedangkan baru mau log in ulang.. Lewat SMS selalu enable network ya gimana mau log in kalo kaya gini terus bangke. Perbaiki sistem nya jgn gini terus..! Kirim pengaduan lewat email TIDAK DIRESPON.. parah sekali aplikasi nya
Cipta Firdaus,3,2024-07-12 21:32:03,"Sedikit saran untuk menghapus gestur ""geser ke kanan"" Untuk ""kembali"" Saat berada di profile media chat. Karena itu sangat mengganggu. Saat saya sedang mencari gambar diantara banyaknya media dihalaman profile, saya scroll ke bawah dengan cepat tapi malah kembali ke halaman chat karena fitur gestur ""geser ke kanan"" Yang tidak sengaja tersebut. MOHON, HAPUS GESTUR ITU"
gina ackerman,1,2024-07-09 19:28:03,"tolong diperbaiki ini entah bug dari telegramnya entah bukan, tapi saya mau meloginkan no baru tidak dapat kode verifikasinya terus. disistemnya tertulis jika dikirim di akun telegram perangkat lain? padahal ini no baru belum pernah saya loginkan ke telegram. tolong segera diperbaiki!! saya juga sudah mengajukan keluhan lewat email dari lama tapi sampai saat ini belum ada perubahan."
Keyshafwa Hamidah,2,2024-07-09 17:31:58,"maaf bgt nih telegram,masalah pertama pengiriman kode buat verifikasi akun lama banget,trus juga awal nya main tele enak' aja tapi kok lama' suka tiba' keluar sendiri dr aplikasi,trus pesan yang sedang di ketik tiba'ke hapus,habis itu padahal sinyal lancar bgt tapi suka pending,telegram ayo lahh plisss perbaiki lagi."
